Code,Title,DMsGuild,Levels,Runtime,Magic Item,Magic Item Flavor,Story Award Title,Story Award Description,Spellbook,Locations,Series,Notes
CCC-BMG-MOON2-2,Army of the Unseen,https://www.dmsguild.com/product/267912/CCCBMGMOON22-Army-of-the-Unseen,1-4,4,"Weapon +1 (Longbow)
Potion of Healing","Weapon +1 (Longbow)
An elven bow of excellent craftsmanship. Its limbs are carved from dark wood, with silver runes decorating its length. The silverwork seems to be part of an old elvish poem:
    “Seamless dreams tide through fleeting hands, as upon the wind she toils with a fellon thread, whispering mellowed breath upon bonds of silver.”","Dreams of Prophecy
Hero of Dynnegall
Farmstead – Dynnegall, Moray","Dreams of Prophecy
The maddening impulse to write the words echoing in your head has long faded, but that doesn’t stop them from visiting your dreams along with visions of dark woods and whispered chants.
    “An eye turns in the mist as dark blood boils and churns. Vengeance and rippling death will quake through the noblest fey. Endless shadows will howl as reality unbinds, crying to the darkness that waits in veiled lands.”

Hero of Dynnegall
Wrapped in a silver ribbon with a red seal is a letter from Earl Orwin Rhys himself, acknowledging your heroic deeds at Dynnegall. The letter has little value but is sure to provide bragging rights at any tavern in Moray.

Farmstead – Dynnegall, Moray
Members of the Serifal Faithful are granted a deed to the farmstead. The farmstead includes a four-room farmhouse, a small stable with an adjoining paddock, a wagon, five acres of farmland, one horse, two pigs, and five sheep, along with two farmers to tend the property and work the land. This is a Tier 1 property.",,,,Property Ownership - Farmhouse
CCC-BMG-MOON2-3,The Eye in the Mist,https://www.dmsguild.com/product/269351/CCCBMGMOON23-The-Eye-in-the-Mist,1-4,4,"Cloak of Elvenkind
Potion of Resistance (Cold)
Potion of Fire Breath","Cloak of Elvenkind (Llyneth's Cloak of Mists)
This cloak is made of fine gray wool and edged with embroidered silver knotwork. The wool blends into the mists common in the Moonshaes. The inside is lined with small pockets perfect for holding herb samples or spell components.","Eye in the Stone
I Have My Eye on You","Eye in the Stone
This small flat round stone is carved with a symbol of an eye with wave lines representing mist around it. It was given to you as a token of gratitude by Llyneth Kincaid, the great druid of the Eye in the Mist moonwell on Moray. The stone signifies her regard and may be useful in encounters with other druids of the Earthmother or with devout followers of the Earthmother among the Ffolk.

I Have My Eye on You
You’ve served Hyll the Ugliest Hag well, and she may have more tasks for you in the future. In the meantime, you occasionally get a glimpse of an eyeball sitting in a discrete location observing you. When you turn to get a better look, it’s gone.",,,,
CCC-BMG-MOON3-1,Atop the Fairheights,https://www.dmsguild.com/product/280969/CCCBMGMOON31-Atop-the-Fairheights,5-10,4,"Periapt of Wound Closure
Potion of Greater Healing","Periapt of Wound Closure
This necklace is comprised of a single piece of quartz crystal, held to the wearer’s neck by a band made from the woven grey bread hairs of an ancient dwarven clan leader. Attuning to it makes the wearer very thirsty for ale.","Savior of Shale Rustfire
Death of Shale Rustfire","Savior of Shale Rustfire
You were able to save Shale Rustfire before he perished. He’s now able to play a role in the coming war against the orcs and their allies.

Death of Shale Rustfire
Despite your efforts, Shale Rustfire perished. How his death will affect the war effort remains to be seen.",,,,
CCC-BMG-MOON3-2,Within the Tunnels of Dwarvenholm,https://www.dmsguild.com/product/281623/CCCBMGMOON32-Within-the-Tunnels-of-Dwarvenholm,5-10,4,"Adamantine Armor (Chain Shirt)
Potion of Greater Healing
Potion of Heroism
Spell Scroll of Ceremony
Spell Scroll of Mind Spike","Adamantine Armor (Chain Shirt)
This chain shirt shows no signs of its age, but gleams brightly, showing off the fine runework that contains Bronwyn Rookoath’s personal emblem.",,,,,,
CCC-BMG-MOON3-3 ,Beneath the Cairnwell,https://www.dmsguild.com/product/283991/CCCBMGMOON33-Beneath-the-Cairnwell,5-10,4,"Weapon of Warning (Greatsword)
Potion of Gasous Form
Potion of Greater Healing
Potion of Resistance (Poison)","Weapon of Warning (Greatsword) (Ever Vigilant)
This silvered greatsword has a pommel shaped like a unicorn’s head, and its blade is inscribed with inscriptions that are prayers to the Earthmother. Some say this is Cymrych Hugh’s legendary sword, while others say it’s a reflection and that the original rests with the Earthmother, awaiting a hero truly worthy of wielding it.
",,,,,,Adv on init rolls
CCC-BMG-MOON4-1 ,Precious Cargo,https://www.dmsguild.com/product/295547/CCCBMGMOON41-Precious-Cargo,1-4,4,"Rope of Climbing
Potion of Greater Healing
Spell Scroll of Hold Person","Rope of Climbing
This magical rope seems to be made out of spun hair that’s as yellow as corn silk. One end is roughly cut, almost as if it was hacked off. When it knots, the rope sprouts purple flowers with light pink undertones.",,,,,,
CCC-BMG-MOON4-2,Dangerous Dernall,https://www.dmsguild.com/product/295548/CCCBMGMOON42-Dangerous-Dernall,1-4,4,"Cloak of the Manta Ray
Potion of Healing
Spell Scroll of Dispel Magic","Cloak of the Manta Ray
This cloak is the color of night; a blue so deep it is most often mistaken for black. It’s light as silk while still feeling snug and secure when draped around the wearer’s shoulders, and it has a full hood that offers protection from the elements as well as concealing one’s face from curious onlookers.","Brewmaster’s Bounty
Who Left the Portal Open?","Brewmaster’s Bounty
Because you rescued the faerie dragon Xanthylvantrix, you will always find food and lodging available at the Twisted Oak Inn & Tavern whenever they are in Bounty. In addition, Adman provides you with a single keg of his latest brew, delivered anywhere in the Realms.

Who Left the Portal Open?
You were unable to close the portal and more dark fey continue to flood into the Dernall Forest on a daily basis. Word of your failure has spread.",,,,
CCC-BMG-MOON4-3,Gate to the Unknown,https://www.dmsguild.com/product/295549/CCCBMGMOON43-Gate-to-the-Unknown,1-4,4,"Periapt of Health
Potion of Greater Healing
Shadowneedle","Periapt of Health (Porpherio's Heart)
This crimson, heart-shaped jewel hangs from a delicate, silver chain. On it is inscribed, “My dearest Porpherio, sealer of my fate… May you forgive me for the choices I made and must further make. May your garden flourish until the end of time. I love you with all of my broken heart. Eternally yours, Ariel.”","The Dark Fey’s Watchful Eye
Trapped below!","The Dark Fey’s Watchful Eye
You have destroyed or taken possession of a sinister orb of the Dark Fey, with origins that may have roots in the Unseelie Court. The Dark Fey have marked you, their malicious eyes watching you from afar. What plans might the Dark Fey have for you?

Trapped below!
You were unable to make it through the Gate to the Unknown before it sealed itself. You were trapped underground for some time, but through determination and no shortage of luck, you survived long enough to find a group of svirfneblin who helped you return to the surface. You are indebted to them for their show of goodwill. You must spend or eventually pay 30 downtime days to pay off this debt.",,,,
CCC-BMG-MOON5-1,Bloodlust Rising,https://www.dmsguild.com/product/309965/CCCBMGMOON51-Bloodlust-Rising,5-10,4,"Adamantine Armor (Chain Mail)
Potion of Greater Healing
Potion of Giant Strength (Hill)","Adamantine Armor (Chain Mail)
Made by fomorians for a demonic subordinate, this armor crackles with hellish energy and is marked with Yeenoghu’s symbol. The symbol can be removed by hand, but the faint smell of blood can never be removed.

",,,,,Tides of Blood,
CCC-BMG-MOON5-2,Bloodlust Contained,https://www.dmsguild.com/product/309966/CCCBMGMOON52-Bloodlust-Contained,5-10,4,"Brooch of Shielding
Spell Scroll of Hallucinatory Terrain
Spell Scroll of Summon Lesser Demons","Brooch of Shielding
This brooch is made out of tarnished silver which no amount of cleaning changes. It’s in the shape of a stylized crow, its wings spread in a half-circle and its eyes dark purple amethysts. The pin looks like a broken femur which it holds in its claws. It’s unnatural cold to touch regardless of the surrounding warmth.",,,,,Tides of Blood,
CCC-BMG-MOON5-3,Bloodlust Tempered,https://www.dmsguild.com/product/309967/CCCBMGMOON53-Bloodlust-Tempered,5-10,4,"Ring of Mind Shielding
Potion of Greater Healing","Ring of Mind Shielding
This ring is fashioned from yellowed gnoll fangs bound together in a circle. If Skorri Boarson is not killed during Tide of Blood MOON5-3 Bloodlust Tempered, this functions as a normal ring of mind shielding.
    If Skorri Boarson was killed, the ring contains the soul of Korasch, a demon spirit sent by Yeenoghu to possess and empower his greatest fangs. Korasch sees the world only in terms of power. He seeks to push his wielder to gain strength by any means and to dominate the weak. He is mostly a voice in the back of the mind of the character but could influence the character’s behavior in moments of weakness.",,,,,Tides of Blood,
CCC-BMG-MOON6-1,A Reopened Eye,https://www.dmsguild.com/product/312454/CCCBMGMOON61-A-Reopened-Eye,5-10,2,"Cloak of Protection
Enduring Spellbook","Cloak of Protection
This cloak seems to be made of finely woven leaves, and the clasp is gleaming silver etched in elegant patterns.

Enduring Spellbook
This book is covered in fine leather, with a symbol of a harp embossed onto the spine. On the inside cover is the inscription: “Thanks for getting the books for me. Hopefully we meet again. —O. E.”.","Ashoral’s Friendship 
Zanz’s Appreciation","Ashoral’s Friendship 
You met with the guardian of the moonwell and resolved your differences peacefully, rather than resorting to violence. The druid guardian Ashoral considers you a friend, which may bear fruit at a later date.

Zanz’s Appreciation
You rescued Zanzantook from his fate of being devoured by animals enraged at his terrible poetry. Whether you like it or not, he considers you a friend. This friendship may bear fruit at a later date.","The Tome of Anothas
This spellbook is bound in black leather and the page edges are silvered. The title “The Tome of Anothas” is embossed in silver on the cover in Ancient Netherese. This spellbook contains the following spells:
1st: absorb elements, alarm, cause fear, comprehend languages, detect magic, feather fall, mage armor, magic missle
2nd: alter self, dragon’s breath, knock, magic weapon, mind spike, Nystul’s magic aura
3rd: catnap, counterspell, Leomund’s tiny hut, summon lesser demon, tongues
4th: charm monster, Mordenkainen's faithful hound
5th: hold monster, infernal calling, Rary’s telepathic bond
6th: create homunculus, enervation,",,Earthmother's Eye,
